filename,hash,size,valid_opcodes_count,opcode_ratio,unique_opcodes,tia_accesses,riot_accesses,riot_timer_accesses,riot_io_accesses,branch_count,jump_count,composite_score
Adventure.bin,157bddb7,4096,2902,0.70849609375,100,135,51,10,41,345,152,0.8971240234375
Adventure.bin,157bddb7,4096,2902,0.70849609375,100,135,51,10,41,345,152,0.8971240234375
Universal Chaos (PAL).bin,81a010ab,4096,3318,0.81005859375,110,122,66,64,2,379,69,0.8965146484375
Universal Chaos (PAL).bin,81a010ab,4096,3318,0.81005859375,110,122,66,64,2,379,69,0.8965146484375
Color Bar Generator.bin,76a9bf05,4096,2684,0.6552734375,73,301,52,47,5,176,106,0.895818359375
Color Bar Generator.bin,76a9bf05,4096,2684,0.6552734375,73,301,52,47,5,176,106,0.895818359375
Sky Jinks (4k version).bin,8bd8f653,4096,3164,0.7724609375,113,210,38,20,18,398,94,0.895115234375
Sky Jinks (4k version).bin,8bd8f653,4096,3164,0.7724609375,113,210,38,20,18,398,94,0.895115234375
Picnic.bin,17c0a63f,4096,3180,0.7763671875,109,170,37,27,10,288,163,0.892091796875
Picnic.bin,17c0a63f,4096,3180,0.7763671875,109,170,37,27,10,288,163,0.892091796875
Quick Step!.bin,7eba20c2,4096,3177,0.775634765625,77,268,37,5,32,348,120,0.89190869140625
Quick Step!.bin,7eba20c2,4096,3177,0.775634765625,77,268,37,5,32,348,120,0.89190869140625
Starpath - Fireball.bin,386ff28a,8448,6933,0.8206676136363636,105,190,34,32,2,411,172,0.8911669034090909
Starpath - Fireball.bin,386ff28a,8448,6933,0.8206676136363636,105,190,34,32,2,411,172,0.8911669034090909
Reactor.bin,9f8fad4b,4096,3230,0.78857421875,118,122,59,40,19,419,71,0.8911435546875
Reactor.bin,9f8fad4b,4096,3230,0.78857421875,118,122,59,40,19,419,71,0.8911435546875
Forest (PAL).bin,213e5e82,4096,3087,0.753662109375,104,251,38,20,18,355,108,0.89041552734375
Forest (PAL).bin,213e5e82,4096,3087,0.753662109375,104,251,38,20,18,355,108,0.89041552734375
Yahtzee.bin,d090836f,4096,2288,0.55859375,100,168,53,48,5,241,76,0.8896484375
Yahtzee.bin,d090836f,4096,2288,0.55859375,100,168,53,48,5,241,76,0.8896484375
I Want My Mommy.bin,f6a28237,4096,2802,0.68408203125,107,210,42,23,19,297,74,0.8890205078125
I Want My Mommy.bin,f6a28237,4096,2802,0.68408203125,107,210,42,23,19,297,74,0.8890205078125
Mega Force.bin,daeb5495,4096,3064,0.748046875,111,126,50,25,25,406,65,0.88901171875
Moto Laser (CCE).bin,eb503cc6,4096,3064,0.748046875,111,126,50,25,25,406,65,0.88901171875
Mega Force.bin,daeb5495,4096,3064,0.748046875,111,126,50,25,25,406,65,0.88901171875
Moto Laser (CCE).bin,eb503cc6,4096,3064,0.748046875,111,126,50,25,25,406,65,0.88901171875
backfire.bin,ea08d519,4096,3193,0.779541015625,86,464,36,25,11,262,87,0.88888525390625
backfire.bin,ea08d519,4096,3193,0.779541015625,86,464,36,25,11,262,87,0.88888525390625
Bachelor.bin,5b124850,4096,3323,0.811279296875,96,227,34,20,14,263,92,0.88881982421875
Bachelor.bin,5b124850,4096,3323,0.811279296875,96,227,34,20,14,263,92,0.88881982421875
Apples and Dolls (CCE).bin,e73838c4,4096,2795,0.682373046875,107,210,42,23,19,288,74,0.88859326171875
Apples and Dolls (CCE).bin,e73838c4,4096,2795,0.682373046875,107,210,42,23,19,288,74,0.88859326171875
Autorennen (Grand Prix).bin,b4f87ce7,4096,3042,0.74267578125,93,302,38,36,2,292,65,0.8876689453125
Autorennen (Grand Prix).bin,b4f87ce7,4096,3042,0.74267578125,93,302,38,36,2,292,65,0.8876689453125
Music Machine.bin,65b106eb,4096,2762,0.67431640625,101,187,42,40,2,228,50,0.8865791015625
Music Machine.bin,65b106eb,4096,2762,0.67431640625,101,187,42,40,2,228,50,0.8865791015625
Bachellorette Party.bin,274d17cc,4096,3345,0.816650390625,104,224,33,19,14,265,92,0.88616259765625
Bachellorette Party.bin,274d17cc,4096,3345,0.816650390625,104,224,33,19,14,265,92,0.88616259765625
Deadly Duck.bin,e4c00beb,4096,3212,0.7841796875,112,317,35,19,16,275,69,0.886044921875
Mission 3000 A.D..bin,6efe8761,4096,3212,0.7841796875,106,180,35,35,0,421,93,0.886044921875
Deadly Duck.bin,e4c00beb,4096,3212,0.7841796875,112,317,35,19,16,275,69,0.886044921875
Mission 3000 A.D..bin,6efe8761,4096,3212,0.7841796875,106,180,35,35,0,421,93,0.886044921875
RealSports Boxing.bin,3177cc5c,16384,8845,0.53985595703125,82,705,187,163,24,600,231,0.8849639892578125
RealSports Boxing.bin,3177cc5c,16384,8845,0.53985595703125,82,705,187,163,24,600,231,0.8849639892578125
Super Box (CCE).bin,1c85c0fc,16384,8833,0.53912353515625,82,705,187,163,24,600,232,0.8847808837890625
Super Box (CCE).bin,1c85c0fc,16384,8833,0.53912353515625,82,705,187,163,24,600,232,0.8847808837890625
Defender.bin,0f643c34,4096,3175,0.775146484375,112,138,41,10,31,398,94,0.8837866210937501
Defender.bin,0f643c34,4096,3175,0.775146484375,112,138,41,10,31,398,94,0.8837866210937501
darkmage.bin,6333ef5b,8192,5423,0.6619873046875,97,159,42,42,0,247,170,0.883496826171875
darkmage.bin,6333ef5b,8192,5423,0.6619873046875,97,159,42,42,0,247,170,0.883496826171875
No Escape! (1).bin,b6d52a0c,4096,3161,0.771728515625,121,219,35,26,9,400,85,0.88293212890625
No Escape! (1).bin,b6d52a0c,4096,3161,0.771728515625,121,219,35,26,9,400,85,0.88293212890625
Imagic Selector.bin,c4bc8c2e,4096,3094,0.75537109375,111,416,36,32,4,231,84,0.8828427734375
Imagic Selector.bin,c4bc8c2e,4096,3094,0.75537109375,111,416,36,32,4,231,84,0.8828427734375
Pyramid War.bin,37fd7fa5,4096,3213,0.784423828125,116,234,34,25,9,405,76,0.8821059570312499
Pyramid War.bin,37fd7fa5,4096,3213,0.784423828125,116,234,34,25,9,405,76,0.8821059570312499
Super Challenge Football.bin,e275cbe7,4096,3209,0.783447265625,99,277,34,33,1,328,105,0.8818618164062499
Super Challenge Football.bin,e275cbe7,4096,3209,0.783447265625,99,277,34,33,1,328,105,0.8818618164062499
LOSTLUGG.BIN,7c00e7a2,4096,3270,0.79833984375,110,260,33,9,24,336,126,0.8815849609374999
LOSTLUGG.BIN,7c00e7a2,4096,3270,0.79833984375,110,260,33,9,24,336,126,0.8815849609374999
Space Cavern.bin,df6a28a8,4096,3260,0.7958984375,98,164,33,14,19,361,72,0.8809746093749999
Space Cavern.bin,df6a28a8,4096,3260,0.7958984375,98,164,33,14,19,361,72,0.8809746093749999
Missile Command.bin,3a2e2d0c,4096,3157,0.770751953125,112,119,103,74,29,373,93,0.88068798828125
Missile Command.bin,3a2e2d0c,4096,3157,0.770751953125,112,119,103,74,29,373,93,0.88068798828125
Blueprint.bin,33d68c3c,8192,6087,0.7430419921875,88,384,36,18,18,685,188,0.879760498046875
Blueprint.bin,33d68c3c,8192,6087,0.7430419921875,88,384,36,18,18,685,188,0.879760498046875
Worm War I.bin,87f020da,4096,3215,0.784912109375,105,195,33,24,9,324,64,0.8782280273437499
Worm War I.bin,87f020da,4096,3215,0.784912109375,105,195,33,24,9,324,64,0.8782280273437499
Space Canyon.bin,55931771,4096,3259,0.795654296875,98,165,32,14,18,344,72,0.8769135742187499
Space Canyon.bin,55931771,4096,3259,0.795654296875,98,165,32,14,18,344,72,0.8769135742187499
X-Doom.bin,0d35618b,4096,3127,0.763427734375,98,300,34,34,0,296,91,0.8768569335937499
X-Doom.bin,0d35618b,4096,3127,0.763427734375,98,300,34,34,0,296,91,0.8768569335937499
Space Robot.bin,3dfb7c18,4096,3189,0.778564453125,111,116,94,67,27,373,95,0.8766411132812499
Space Robot.bin,3dfb7c18,4096,3189,0.778564453125,111,116,94,67,27,373,95,0.8766411132812499
Asteroids.bin,b2271756,8192,5975,0.7293701171875,84,242,36,32,4,685,202,0.876342529296875
Asteroids.bin,b2271756,8192,5975,0.7293701171875,84,242,36,32,4,685,202,0.876342529296875
Star Ship - Outer Space (2).bin,7b938c7d,4096,3118,0.76123046875,111,118,54,34,20,406,68,0.8763076171874999
Star Ship - Outer Space (2).bin,7b938c7d,4096,3118,0.76123046875,111,118,54,34,20,406,68,0.8763076171874999
Football (2).bin,d86deb10,4096,2980,0.7275390625,118,204,36,36,0,370,84,0.875884765625
Football (2).bin,d86deb10,4096,2980,0.7275390625,118,204,36,36,0,370,84,0.875884765625
Chopper Command (CCE).bin,85a4133f,4096,3176,0.775390625,115,239,33,24,9,403,83,0.8758476562499999
Chopper Command (CCE).bin,85a4133f,4096,3176,0.775390625,115,239,33,24,9,403,83,0.8758476562499999
Robot Fight.bin,1bef389e,4096,3188,0.7783203125,111,115,94,67,27,374,96,0.8745800781249999
Robot Fight.bin,1bef389e,4096,3188,0.7783203125,111,115,94,67,27,374,96,0.8745800781249999
StratOGemsDeluxe.bin,807a8ff6,32768,29390,0.89691162109375,70,696,25,17,8,610,386,0.8742279052734375
StratOGemsDeluxe.bin,807a8ff6,32768,29390,0.89691162109375,70,696,25,17,8,610,386,0.8742279052734375
Space Raid.bin,1a624e23,4096,3140,0.7666015625,98,301,33,32,1,292,94,0.8736503906249999
Space Raid.bin,1a624e23,4096,3140,0.7666015625,98,301,33,32,1,292,94,0.8736503906249999
Starpath - Suicide Mission.bin,e4c666ca,8448,7344,0.8693181818181818,111,103,117,95,22,339,193,0.8733295454545454
Starpath - Suicide Mission.bin,e4c666ca,8448,7344,0.8693181818181818,111,103,117,95,22,339,193,0.8733295454545454
Spacechase.bin,ec5c861b,4096,2901,0.708251953125,107,149,37,33,4,400,107,0.87306298828125
Spacechase.bin,ec5c861b,4096,2901,0.708251953125,107,149,37,33,4,400,107,0.87306298828125
2Pak Green - Hoppy - Alien Force.bin,5b9c2e00,16384,8033,0.49029541015625,77,594,86,53,33,860,255,0.8725738525390625
2Pak Green - Hoppy - Alien Force.bin,5b9c2e00,16384,8033,0.49029541015625,77,594,86,53,33,860,255,0.8725738525390625
Final Approach.bin,211fbbdb,4096,3253,0.794189453125,115,280,31,16,15,358,101,0.8725473632812499
Final Approach.bin,211fbbdb,4096,3253,0.794189453125,115,280,31,16,15,358,101,0.8725473632812499
Holey Moley.bin,c52d9bbd,8192,6584,0.8037109375,110,319,30,12,18,341,107,0.870927734375
Holey Moley.bin,c52d9bbd,8192,6584,0.8037109375,110,319,30,12,18,341,107,0.870927734375
Demon Attack (Activision).bin,bcb2967b,4096,3159,0.771240234375,115,155,32,10,22,414,111,0.8708100585937499
Demon Attack (Activision).bin,bcb2967b,4096,3159,0.771240234375,115,155,32,10,22,414,111,0.8708100585937499
IncaGold_Zellers.BIN,d223bc6f,4096,3221,0.786376953125,103,168,31,28,3,313,169,0.8705942382812499
Pac Kong.bin,936ef1d6,4096,3221,0.786376953125,103,168,31,28,3,313,169,0.8705942382812499
IncaGold_Zellers.BIN,d223bc6f,4096,3221,0.786376953125,103,168,31,28,3,313,169,0.8705942382812499
Pac Kong.bin,936ef1d6,4096,3221,0.786376953125,103,168,31,28,3,313,169,0.8705942382812499
Combat - Tank Plus (4k Version).bin,be35d8b3,4096,3014,0.73583984375,98,172,34,32,2,350,108,0.8699599609374999
Combat - Tank Plus (4k Version).bin,be35d8b3,4096,3014,0.73583984375,98,172,34,32,2,350,108,0.8699599609374999
2Pak Black - Challenge - Surfing.bin,fd7464ed,16384,7858,0.4796142578125,3,477,115,98,17,800,332,0.869903564453125
2Pak Black - Challenge - Surfing.bin,fd7464ed,16384,7858,0.4796142578125,3,477,115,98,17,800,332,0.869903564453125
Ski Hunt.bin,8654d7f0,4096,2946,0.71923828125,106,208,35,21,14,310,91,0.8698095703125
Ski Hunt.bin,8654d7f0,4096,2946,0.71923828125,106,208,35,21,14,310,91,0.8698095703125
sagent.bin,605fd59b,4096,3064,0.748046875,102,214,33,33,0,370,81,0.8690117187499999
sagent.bin,605fd59b,4096,3064,0.748046875,102,214,33,33,0,370,81,0.8690117187499999
Off Your Rocker.bin,b6166f15,4096,3107,0.758544921875,91,209,32,27,5,347,102,0.8676362304687499
Off Your Rocker.bin,b6166f15,4096,3107,0.758544921875,91,209,32,27,5,347,102,0.8676362304687499
Planet Patrol.bin,043f165f,4096,3237,0.790283203125,104,292,30,21,9,351,101,0.8675708007812499
Planet Patrol.bin,043f165f,4096,3237,0.790283203125,104,292,30,21,9,351,101,0.8675708007812499
spidermz.BIN,21299c8c,4096,3161,0.771728515625,104,168,31,28,3,307,126,0.8669321289062499
spidermz.BIN,21299c8c,4096,3161,0.771728515625,104,168,31,28,3,307,126,0.8669321289062499
climber5_NTSC.bin,13a11a95,4096,3019,0.737060546875,101,213,33,33,0,343,78,0.8662651367187499
climber5_NTSC.bin,13a11a95,4096,3019,0.737060546875,101,213,33,33,0,343,78,0.8662651367187499
Racquetball.bin,a20d931a,4096,3206,0.78271484375,114,417,30,10,20,313,66,0.8656787109374999
Racquetball.bin,a20d931a,4096,3206,0.78271484375,114,417,30,10,20,313,66,0.8656787109374999
Skateboardin'.bin,f847fb8d,8192,5601,0.6837158203125,101,264,36,30,6,609,145,0.864928955078125
Skateboardin'.bin,f847fb8d,8192,5601,0.6837158203125,101,264,36,30,6,609,145,0.864928955078125
Megamania.bin,318a9d6d,4096,3118,0.76123046875,98,299,31,31,0,319,100,0.8643076171874999
Megamania.bin,318a9d6d,4096,3118,0.76123046875,98,299,31,31,0,319,100,0.8643076171874999
Frogger II - Threedeep!.bin,27c6a2ca,8192,6218,0.759033203125,101,244,31,28,3,662,313,0.8637583007812499
Frogger II - Threedeep!.bin,27c6a2ca,8192,6218,0.759033203125,101,244,31,28,3,662,313,0.8637583007812499
Stampede (2).bin,e66e5af5,4096,3158,0.77099609375,115,278,30,6,24,354,80,0.8627490234374999
Stampede (2).bin,e66e5af5,4096,3158,0.77099609375,115,278,30,6,24,354,80,0.8627490234374999
Ski Run.bin,f10e3f45,4096,3156,0.7705078125,110,192,30,30,0,305,113,0.8626269531249999
Ski Run.bin,f10e3f45,4096,3156,0.7705078125,110,192,30,30,0,305,113,0.8626269531249999
Q-bert.bin,484b0076,4096,3088,0.75390625,96,246,31,30,1,307,67,0.8624765624999999
Q-bert.bin,484b0076,4096,3088,0.75390625,96,246,31,30,1,307,67,0.8624765624999999
Haunted House.bin,f0a6e99f,4096,3119,0.761474609375,106,111,66,50,16,469,110,0.8623686523437499
Haunted House.bin,f0a6e99f,4096,3119,0.761474609375,106,111,66,50,16,469,110,0.8623686523437499
Nuts.bin,de7a6410,4096,2753,0.672119140625,106,145,39,22,17,196,67,0.86102978515625
Nuts.bin,de7a6410,4096,2753,0.672119140625,106,145,39,22,17,196,67,0.86102978515625
Open Sesame.bin,28d5df3e,4096,3064,0.748046875,107,226,31,30,1,411,122,0.8610117187499999
Open Sesame.bin,28d5df3e,4096,3064,0.748046875,107,226,31,30,1,411,122,0.8610117187499999
Star Raiders.bin,cbd981a2,8192,6772,0.82666015625,129,221,26,9,17,520,98,0.8606650390625
Star Raiders.bin,cbd981a2,8192,6772,0.82666015625,129,221,26,9,17,520,98,0.8606650390625
Save Our Ship.bin,ed1a7848,4096,2899,0.707763671875,105,245,33,25,8,305,103,0.8589409179687499
Save Our Ship.bin,ed1a7848,4096,2899,0.707763671875,105,245,33,25,8,305,103,0.8589409179687499
Tanks But No Tanks.bin,fa6fe97a,4096,3226,0.78759765625,98,153,28,27,1,457,156,0.8588994140625
Tanks But No Tanks.bin,fa6fe97a,4096,3226,0.78759765625,98,153,28,27,1,457,156,0.8588994140625
Cosmic Ark (CCE).bin,98ef1593,4096,3277,0.800048828125,105,202,27,26,1,409,100,0.85801220703125
Cosmic Ark (CCE).bin,98ef1593,4096,3277,0.800048828125,105,202,27,26,1,409,100,0.85801220703125
Shootin' Gallery.bin,b5a1a189,4096,3071,0.749755859375,109,279,30,25,5,290,71,0.8574389648437499
Shootin' Gallery.bin,b5a1a189,4096,3071,0.749755859375,109,279,30,25,5,290,71,0.8574389648437499
Coke Wins.bin,212d0b20,4096,3127,0.763427734375,99,212,29,29,0,317,104,0.8568569335937499
Coke Wins.bin,212d0b20,4096,3127,0.763427734375,99,212,29,29,0,317,104,0.8568569335937499
Galaga.bin,01b09872,4096,3055,0.745849609375,103,180,30,29,1,367,67,0.8564624023437499
Galaga.bin,01b09872,4096,3055,0.745849609375,103,180,30,29,1,367,67,0.8564624023437499
Bermuda.bin,073d7aff,4096,3054,0.74560546875,105,179,30,29,1,382,89,0.8564013671874999
Bermuda.bin,073d7aff,4096,3054,0.74560546875,105,179,30,29,1,382,89,0.8564013671874999
Phantom Tank (PAL).bin,6b1fc959,4096,3248,0.79296875,98,164,27,26,1,487,155,0.8562421875
phantompanzer.bin,6b1fc959,4096,3248,0.79296875,98,164,27,26,1,487,155,0.8562421875
Phantom Tank (PAL).bin,6b1fc959,4096,3248,0.79296875,98,164,27,26,1,487,155,0.8562421875
phantompanzer.bin,6b1fc959,4096,3248,0.79296875,98,164,27,26,1,487,155,0.8562421875
River_tw.bin,6ce2110a,4096,3037,0.741455078125,105,180,30,29,1,361,66,0.8553637695312499
River_tw.bin,6ce2110a,4096,3037,0.741455078125,105,180,30,29,1,361,66,0.8553637695312499
Coln.bin,40933821,4096,3102,0.75732421875,106,108,76,64,12,565,179,0.8553310546874999
Coln.bin,40933821,4096,3102,0.75732421875,106,108,76,64,12,565,179,0.8553310546874999
Freeway (1).bin,8e0ab801,2048,1641,0.80126953125,106,173,36,25,11,148,43,0.8553173828125
Freeway (1).bin,8e0ab801,2048,1641,0.80126953125,106,173,36,25,11,148,43,0.8553173828125
Space Invaders.bin,72ffbef6,4096,3159,0.771240234375,98,176,28,28,0,394,99,0.85481005859375
Space Invaders.bin,72ffbef6,4096,3159,0.771240234375,98,176,28,28,0,394,99,0.85481005859375
Freeway (32 in 1) (PAL).bin,914a8fea,2048,1648,0.8046875,107,173,36,25,11,146,43,0.8546718750000001
Freeway (32 in 1) (PAL).bin,914a8fea,2048,1648,0.8046875,107,173,36,25,11,146,43,0.8546718750000001
Alien's Return.bin,103f1756,4096,3089,0.754150390625,106,108,76,64,12,566,179,0.8545375976562499
Alien's Return.bin,103f1756,4096,3089,0.754150390625,106,108,76,64,12,566,179,0.8545375976562499
Airlock.bin,4d77f291,4096,3135,0.765380859375,100,312,28,24,4,305,59,0.85334521484375
Airlock.bin,4d77f291,4096,3135,0.765380859375,100,312,28,24,4,305,59,0.85334521484375
Tacscan.bin,d45ebf13,4096,3131,0.764404296875,112,226,28,14,14,436,96,0.85310107421875
Tacscan.bin,d45ebf13,4096,3131,0.764404296875,112,226,28,14,14,436,96,0.85310107421875
Ghost Manor (1).bin,0eecb5f5,4096,2863,0.698974609375,75,169,32,32,0,254,78,0.8527436523437499
Ghost Manor (1).bin,0eecb5f5,4096,2863,0.698974609375,75,169,32,32,0,254,78,0.8527436523437499
Space Attack.bin,17badbb3,4096,3121,0.761962890625,116,184,28,28,0,296,168,0.85249072265625
Space Attack.bin,17badbb3,4096,3121,0.761962890625,116,184,28,28,0,296,168,0.85249072265625
Bugs Bunny.bin,fa4404fa,8192,5968,0.728515625,106,234,30,18,12,508,162,0.8521289062499999
Bugs Bunny.bin,fa4404fa,8192,5968,0.728515625,106,234,30,18,12,508,162,0.8521289062499999
Demolition Herby.bin,d0993580,4096,3044,0.7431640625,101,138,35,35,0,288,95,0.851791015625
Demolition Herby.bin,d0993580,4096,3044,0.7431640625,101,138,35,35,0,288,95,0.851791015625
garfield.bin,dc13df84,16384,6627,0.40447998046875,22,236,112,93,19,340,249,0.8511199951171875
garfield.bin,dc13df84,16384,6627,0.40447998046875,22,236,112,93,19,340,249,0.8511199951171875
T.F. Space Invaders.bin,29476200,4096,3163,0.772216796875,98,176,27,27,0,392,98,0.85105419921875
T.F. Space Invaders.bin,29476200,4096,3163,0.772216796875,98,176,27,27,0,392,98,0.85105419921875
Warplock.bin,679e910b,4096,2835,0.692138671875,95,114,75,51,24,616,60,0.8510346679687499
Warplock.bin,679e910b,4096,2835,0.692138671875,95,114,75,51,24,616,60,0.8510346679687499
RushHour.BIN,f3cd0f88,4096,3094,0.75537109375,95,217,28,25,3,263,104,0.8508427734375
RushHour.BIN,f3cd0f88,4096,3094,0.75537109375,95,217,28,25,3,263,104,0.8508427734375
Freeway (pirate) (32 in 1) (PAL).bin,481d20ec,2048,1632,0.796875,107,174,36,25,11,143,43,0.8504687499999999
Freeway (pirate) (32 in 1) (PAL).bin,481d20ec,2048,1632,0.796875,107,174,36,25,11,143,43,0.8504687499999999
Bionic Breakthrough.bin,f0541d2f,8192,6280,0.7666015625,105,225,26,24,2,697,183,0.845650390625
Bionic Breakthrough.bin,f0541d2f,8192,6280,0.7666015625,105,225,26,24,2,697,183,0.845650390625
Harbor Escape.bin,b9232c1d,4096,3070,0.74951171875,105,178,27,26,1,355,68,0.8453779296875
Harbor Escape.bin,b9232c1d,4096,3070,0.74951171875,105,178,27,26,1,355,68,0.8453779296875
Stell-A-Sketch.bin,47aef185,8448,3213,0.38032670454545453,1,184,84,59,25,313,73,0.8450816761363636
Stell-A-Sketch.bin,47aef185,8448,3213,0.38032670454545453,1,184,84,59,25,313,73,0.8450816761363636
Earth Dies Screaming.bin,033e2152,4096,3173,0.774658203125,113,231,25,22,3,318,53,0.84366455078125
Earth Dies Screaming.bin,033e2152,4096,3173,0.774658203125,113,231,25,22,3,318,53,0.84366455078125
Halloween.bin,30516cfb,4096,3227,0.787841796875,103,186,24,5,19,361,103,0.84296044921875
Halloween.bin,30516cfb,4096,3227,0.787841796875,103,186,24,5,19,361,103,0.84296044921875
Custerev.bin,58513bae,4096,3379,0.824951171875,101,149,22,22,0,1122,99,0.84223779296875
Custerev.bin,58513bae,4096,3379,0.824951171875,101,149,22,22,0,1122,99,0.84223779296875
Cross Force.bin,c17bdc7d,4096,3134,0.76513671875,102,158,25,20,5,320,135,0.8412841796875
Cross Force.bin,c17bdc7d,4096,3134,0.76513671875,102,158,25,20,5,320,135,0.8412841796875
"Treasure Below (Video Gems, Thomas Jentzsch) (NTSC).bin",81414174,4096,3259,0.795654296875,97,219,23,19,4,358,121,0.84091357421875
"Treasure Below (Video Gems, Thomas Jentzsch) (NTSC).bin",81414174,4096,3259,0.795654296875,97,219,23,19,4,358,121,0.84091357421875
Kangaroo.bin,4326edb7,8192,6096,0.744140625,106,398,26,18,8,637,131,0.84003515625
Kangaroo.bin,4326edb7,8192,6096,0.744140625,106,398,26,18,8,637,131,0.84003515625
Strategy X.bin,9333172e,4096,3192,0.779296875,103,133,32,11,21,430,180,0.83882421875
Strategy X.bin,9333172e,4096,3192,0.779296875,103,133,32,11,21,430,180,0.83882421875
Pooyan.bin,4799a40b,4096,3081,0.752197265625,106,151,25,3,22,401,147,0.83804931640625
Pooyan.bin,4799a40b,4096,3081,0.752197265625,106,151,25,3,22,401,147,0.83804931640625
Canyon Bomber (4k version).bin,3051b607,4096,3252,0.7939453125,112,268,22,20,2,300,82,0.836486328125
Canyon Bomber (4k version).bin,3051b607,4096,3252,0.7939453125,112,268,22,20,2,300,82,0.836486328125
Math Gran Prix.bin,470878b9,4096,3116,0.7607421875,106,100,49,45,4,409,110,0.8361855468749999
Math Gran Prix.bin,470878b9,4096,3116,0.7607421875,106,100,49,45,4,409,110,0.8361855468749999
Exocet.bin,6362396c,4096,3303,0.806396484375,78,253,21,21,0,342,101,0.83559912109375
Exocet.bin,6362396c,4096,3303,0.806396484375,78,253,21,21,0,342,101,0.83559912109375
Corrida da Matematica (CCE).bin,01e5c812,4096,3103,0.757568359375,106,100,49,45,4,408,116,0.8353920898437499
Corrida da Matematica (CCE).bin,01e5c812,4096,3103,0.757568359375,106,100,49,45,4,408,116,0.8353920898437499
BloodyHumanFreeway_NTSC.bin,1086ff69,2048,1619,0.79052734375,105,174,34,23,11,135,45,0.8348818359375
BloodyHumanFreeway_NTSC.bin,1086ff69,2048,1619,0.79052734375,105,174,34,23,11,135,45,0.8348818359375
Cruise Missile.bin,74f62383,4096,3286,0.80224609375,75,256,21,21,0,350,106,0.8345615234375
Crusmisl.bin,74f62383,4096,3286,0.80224609375,75,256,21,21,0,350,106,0.8345615234375
Cruise Missile.bin,74f62383,4096,3286,0.80224609375,75,256,21,21,0,350,106,0.8345615234375
Crusmisl.bin,74f62383,4096,3286,0.80224609375,75,256,21,21,0,350,106,0.8345615234375
Basic Programming.bin,9f48eeb4,4096,3146,0.76806640625,100,114,41,41,0,304,182,0.8340166015625
Basic Programming.bin,9f48eeb4,4096,3146,0.76806640625,100,114,41,41,0,304,182,0.8340166015625
Farmyard Fun.bin,f7e07080,4096,3055,0.745849609375,97,285,24,24,0,281,133,0.83246240234375
Farmyard Fun.bin,f7e07080,4096,3055,0.745849609375,97,285,24,24,0,281,133,0.83246240234375
Bugs.bin,68597264,4096,3245,0.792236328125,106,178,21,8,13,297,131,0.83205908203125
Bugs.bin,68597264,4096,3245,0.792236328125,106,178,21,8,13,297,131,0.83205908203125
Night Stalker.bin,2783006e,4096,3112,0.759765625,101,185,23,10,13,325,123,0.83194140625
Night Stalker.bin,2783006e,4096,3112,0.759765625,101,185,23,10,13,325,123,0.83194140625
Outlaw - GunSlinger (2).bin,f0608266,4096,3172,0.7744140625,92,188,22,8,14,290,102,0.831603515625
Outlaw - GunSlinger (2).bin,f0608266,4096,3172,0.7744140625,92,188,22,8,14,290,102,0.831603515625
Darkcvrn.bin,a4221942,4096,3099,0.756591796875,100,188,23,10,13,321,123,0.83114794921875
Darkcvrn.bin,a4221942,4096,3099,0.756591796875,100,188,23,10,13,321,123,0.83114794921875
crazyballoon-ntsc.bin,0f1e1366,4096,2794,0.68212890625,109,125,40,37,3,395,55,0.8305322265625
crazyballoon-ntsc.bin,0f1e1366,4096,2794,0.68212890625,109,125,40,37,3,395,55,0.8305322265625
Stronghold.bin,7b3cf025,4096,3138,0.76611328125,89,197,22,19,3,396,81,0.8295283203125
Stronghold.bin,7b3cf025,4096,3138,0.76611328125,89,197,22,19,3,396,81,0.8295283203125
Traffic.bin,4df9d735,4096,3198,0.78076171875,93,192,21,9,12,313,151,0.8291904296875
Traffic.bin,4df9d735,4096,3198,0.78076171875,93,192,21,9,12,313,151,0.8291904296875
Spider-Man.bin,199eb0b8,4096,3183,0.777099609375,117,138,27,17,10,399,90,0.82827490234375
Spider-Man.bin,199eb0b8,4096,3183,0.777099609375,117,138,27,17,10,399,90,0.82827490234375
Rescue Terra I.bin,60a61da9,4096,3142,0.76708984375,98,139,27,23,4,409,71,0.8277724609375
Rescue Terra I.bin,60a61da9,4096,3142,0.76708984375,98,139,27,23,4,409,71,0.8277724609375
Fishing Derby (pirate) (32 in 1) (PAL).bin,25178279,2048,1584,0.7734375,110,149,36,33,3,166,26,0.824859375
Fishing Derby (pirate) (32 in 1) (PAL).bin,25178279,2048,1584,0.7734375,110,149,36,33,3,166,26,0.824859375
Casino.bin,b8162963,4096,3072,0.75,113,135,29,25,4,362,93,0.8235
Casino.bin,b8162963,4096,3072,0.75,113,135,29,25,4,362,93,0.8235
Super Challenge Baseball.bin,9d37a1be,4096,3166,0.77294921875,113,148,21,13,8,375,103,0.8232373046875
Super Challenge Baseball.bin,9d37a1be,4096,3166,0.77294921875,113,148,21,13,8,375,103,0.8232373046875
Glib.bin,2d9e5d8d,4096,3032,0.740234375,110,191,22,4,18,292,194,0.82305859375
Glib.bin,2d9e5d8d,4096,3032,0.740234375,110,191,22,4,18,292,194,0.82305859375
CrazyValet.bin,4a7eee19,4096,2657,0.648681640625,79,182,27,25,2,247,56,0.82017041015625
CrazyValet.bin,4a7eee19,4096,2657,0.648681640625,79,182,27,25,2,247,56,0.82017041015625
